country_region_code	country_region	place_id	date	retail_and_recreation_percent_change_from_baseline	grocery_and_pharmacy_percent_change_from_baseline	parks_percent_change_from_baseline	transit_stations_percent_change_from_baseline	workplaces_percent_change_from_baseline	residential_percent_change_from_baseline
FI	Finland	Rovaniemi	12.3.2020	-5	12	-13	-8	-5	2
FI	Finland	Rovaniemi	13.3.2020	-13	9	-15	-14	-8	5
FI	Finland	Rovaniemi	14.3.2020	-17	6	13	15	-11	3
FI	Finland	Rovaniemi	15.3.2020	-24	-4	-12	-26	-9	
FI	Finland	Rovaniemi	16.3.2020	-20	2	-7	-24	-19	7
FI	Finland	Rovaniemi	17.3.2020	-30	-1	-33	-30	-30	10
FI	Finland	Rovaniemi	18.3.2020	-40	-11	-5	-38	-39	12
FI	Finland	Rovaniemi	19.3.2020	-44	-15	-29	-52	-42	13
FI	Finland	Rovaniemi	20.3.2020	-46	-15	-17	-54	-42	13
FI	Finland	Rovaniemi	21.3.2020	-52	-15	13	-36	-28	
FI	Finland	Rovaniemi	22.3.2020	-60	-19	-19	-67	-28	
FI	Finland	Rovaniemi	23.3.2020	-48	-21	-29	-61	-44	13
FI	Finland	Rovaniemi	24.3.2020	-52	-19	-33	-58	-46	14
FI	Finland	Rovaniemi	25.3.2020	-54	-23	-39	-64	-46	15
FI	Finland	Rovaniemi	26.3.2020	-52	-18	2	-63	-47	14
FI	Finland	Rovaniemi	27.3.2020	-55	-18	-29	-69	-46	16
FI	Finland	Rovaniemi	28.3.2020	-62	-26	-31	-61	-32	
FI	Finland	Rovaniemi	29.3.2020	-65	-30	9	-70	-34	
FI	Finland	Rovaniemi	30.3.2020	-53	-24	-18	-65	-47	13
FI	Finland	Rovaniemi	31.3.2020	-58	-22	-52	-65	-49	16
FI	Finland	Rovaniemi	1.4.2020	-54	-17	-46	-67	-48	15
FI	Finland	Rovaniemi	2.4.2020	-53	-20	-31	-67	-49	16
FI	Finland	Rovaniemi	3.4.2020	-57	-16	-32	-72	-48	17
FI	Finland	Rovaniemi	4.4.2020	-64	-23	6	-68	-36	
FI	Finland	Rovaniemi	5.4.2020	-63	-22	19	-78	-35	
FI	Finland	Rovaniemi	6.4.2020	-51	-19	-30	-68	-50	15
FI	Finland	Rovaniemi	7.4.2020	-53	-14	-33	-64	-51	15
FI	Finland	Rovaniemi	8.4.2020	-53	-9	-27	-66	-51	13
FI	Finland	Rovaniemi	9.4.2020	-47	1	-14	-68	-54	12
FI	Finland	Rovaniemi	10.4.2020	-81	-49	42	-78	-82	
FI	Finland	Rovaniemi	11.4.2020	-70	-33	45	-73	-40	
FI	Finland	Rovaniemi	12.4.2020	-77	-37	-34	-85	-38	
FI	Finland	Rovaniemi	13.4.2020	-79	-37	-41	-80	-83	
FI	Finland	Rovaniemi	14.4.2020	-54	-19	-44	-63	-53	16
FI	Finland	Rovaniemi	15.4.2020	-54	-17	-38	-67	-51	16
FI	Finland	Rovaniemi	16.4.2020	-52	-19	-22	-68	-50	15
FI	Finland	Rovaniemi	17.4.2020	-57	-20	-53	-73	-50	18
FI	Finland	Rovaniemi	18.4.2020	-62	-21	-44	-75	-31	
FI	Finland	Rovaniemi	19.4.2020	-61	-23	-18	-78	-34	
FI	Finland	Rovaniemi	20.4.2020	-47	-16	-29	-65	-49	14
FI	Finland	Rovaniemi	21.4.2020	-48	-16	-33	-60	-48	14
FI	Finland	Rovaniemi	22.4.2020	-50	-17	-29	-66	-48	14
FI	Finland	Rovaniemi	23.4.2020	-49	-13	-41	-67	-47	15
FI	Finland	Rovaniemi	24.4.2020	-52	-15	-48	-69	-47	16
FI	Finland	Rovaniemi	25.4.2020	-63	-26	-45	-73	-31	
FI	Finland	Rovaniemi	26.4.2020	-56	-18	-34	-76	-26	
FI	Finland	Rovaniemi	27.4.2020	-45	-16	-46	-67	-46	13
FI	Finland	Rovaniemi	28.4.2020	-44	-11	-30	-64	-46	13
FI	Finland	Rovaniemi	29.4.2020	-43	-1	-37	-66	-46	12
FI	Finland	Rovaniemi	30.4.2020	-36	12	-16	-62	-49	8
FI	Finland	Rovaniemi	1.5.2020	-76	-46	11	-80	-80	21
FI	Finland	Rovaniemi	2.5.2020	-59	-27	-40	-71	-33	
FI	Finland	Rovaniemi	3.5.2020	-58	-19	-45	-79	-27	
FI	Finland	Rovaniemi	4.5.2020	-36	-7	-39	-66	-44	12
FI	Finland	Rovaniemi	5.5.2020	-37	-9	-27	-60	-44	12
FI	Finland	Rovaniemi	6.5.2020	-40	-10	-32	-67	-45	13
FI	Finland	Rovaniemi	7.5.2020	-36	-5	-23	-61	-45	12
FI	Finland	Rovaniemi	8.5.2020	-39	-5	-29	-67	-44	13
FI	Finland	Rovaniemi	9.5.2020	-45	0	-26	-66	-22	
FI	Finland	Rovaniemi	10.5.2020	-63	-21	-57	-78	-26	
FI	Finland	Rovaniemi	11.5.2020	-39	-14	-47	-63	-44	13
FI	Finland	Rovaniemi	12.5.2020	-37	-7	-27	-59	-43	12
FI	Finland	Rovaniemi	13.5.2020	-39	-9	-24	-63	-42	12
FI	Finland	Rovaniemi	14.5.2020	-39	-11	-39	-58	-33	10
FI	Finland	Rovaniemi	15.5.2020	-39	-4	-23	-62	-30	10
FI	Finland	Rovaniemi	16.5.2020	-47	-7	-19	-66	-24	
FI	Finland	Rovaniemi	17.5.2020	-45	-10	-12	-74	-21	
FI	Finland	Rovaniemi	18.5.2020	-31	-8	-32	-59	-32	9
FI	Finland	Rovaniemi	19.5.2020	-32	-3	-27	-55	-32	9
FI	Finland	Rovaniemi	20.5.2020	-35	10	-48	-54	-32	6
FI	Finland	Rovaniemi	21.5.2020	-60	-20	-24	-66	-76	17
FI	Finland	Rovaniemi	22.5.2020	-39	-7	-30	-61	-52	11
FI	Finland	Rovaniemi	23.5.2020	-49	-9	-32	-62	-22	
FI	Finland	Rovaniemi	24.5.2020	-47	-1	-16	-68	-17	
FI	Finland	Rovaniemi	25.5.2020	-32	0	-13	-54	-33	6
FI	Finland	Rovaniemi	26.5.2020	-31	4	-11	-45	-29	6
FI	Finland	Rovaniemi	27.5.2020	-38	-2	-28	-56	-30	8
FI	Finland	Rovaniemi	28.5.2020	-34	-1	-15	-52	-30	7
FI	Finland	Rovaniemi	29.5.2020	-37	-1	-21	-56	-28	7
FI	Finland	Rovaniemi	30.5.2020	-35	8	7	-51	14	-2
FI	Finland	Rovaniemi	31.5.2020	-41	7	11	-60	-16	
FI	Finland	Rovaniemi	1.6.2020	-5	11	9	-46	-40	3
FI	Finland	Rovaniemi	2.6.2020	-14	7	17	-44	-40	4
FI	Finland	Rovaniemi	3.6.2020	-21	6	-19	-49	-39	6
FI	Finland	Rovaniemi	4.6.2020	-21	0	-4	-50	-41	5
FI	Finland	Rovaniemi	5.6.2020	-30	-4	-37	-59	-41	7
FI	Finland	Rovaniemi	6.6.2020	-31	-4	-10	-61	-10	-1
FI	Finland	Rovaniemi	7.6.2020	-44	1	-43	-67	-16	
FI	Finland	Rovaniemi	8.6.2020	-16	3	-19	-53	-42	4
FI	Finland	Rovaniemi	9.6.2020	-18	3	12	-49	-41	4
FI	Finland	Rovaniemi	10.6.2020	-15	5	0	-50	-40	4
FI	Finland	Rovaniemi	11.6.2020	-15	2	41	-51	-43	4
FI	Finland	Rovaniemi	12.6.2020	-19	-1	80	-52	-41	2
FI	Finland	Rovaniemi	13.6.2020	-28	-1	102	-49	-10	-5
FI	Finland	Rovaniemi	14.6.2020	-23	9	61	-58	-5	
FI	Finland	Rovaniemi	15.6.2020	-9	14	25	-46	-43	3
FI	Finland	Rovaniemi	16.6.2020	-6	15	72	-37	-42	3
FI	Finland	Rovaniemi	17.6.2020	-4	20	80	-34	-42	1
FI	Finland	Rovaniemi	18.6.2020	-5	33	64	-37	-45	-2
FI	Finland	Rovaniemi	19.6.2020	-59	-21	149	-62	-77	6
FI	Finland	Rovaniemi	20.6.2020	-67	-38	104	-55	-32	
FI	Finland	Rovaniemi	21.6.2020	-31	8	104	-54	-15	
FI	Finland	Rovaniemi	22.6.2020	-1	14	101	-41	-48	2
FI	Finland	Rovaniemi	23.6.2020	-4	14	115	-34	-48	3
FI	Finland	Rovaniemi	24.6.2020	-6	9	88	-40	-47	4
FI	Finland	Rovaniemi	25.6.2020	-6	6	75	-37	-47	4
FI	Finland	Rovaniemi	26.6.2020	-11	1	83	-46	-45	2
FI	Finland	Rovaniemi	27.6.2020	-20	2	59	-36	-13	-3
FI	Finland	Rovaniemi	28.6.2020	-16	11	77	-49	-10	
FI	Finland	Rovaniemi	29.6.2020	-4	9	55	-44	-48	3
FI	Finland	Rovaniemi	30.6.2020	1	11	26	-44	-49	6
FI	Finland	Rovaniemi	1.7.2020	0	6	1	-43	-50	8
FI	Finland	Rovaniemi	2.7.2020	-2	1	46	-45	-49	5
FI	Finland	Rovaniemi	3.7.2020	-12	-3	12	-47	-48	6
FI	Finland	Rovaniemi	4.7.2020	-16	-1	25	-38	-13	-2
FI	Finland	Rovaniemi	5.7.2020	-13	9	9	-50	-8	
FI	Finland	Rovaniemi	6.7.2020	8	10	32	-32	-52	5
FI	Finland	Rovaniemi	7.7.2020	-1	11	48	-38	-52	5
FI	Finland	Rovaniemi	8.7.2020	1	8	65	-32	-52	5
FI	Finland	Rovaniemi	9.7.2020	-3	8	78	-39	-52	4
FI	Finland	Rovaniemi	10.7.2020	-12	1	16	-46	-52	6
FI	Finland	Rovaniemi	11.7.2020	-12	1	53	-32	-16	-3
FI	Finland	Rovaniemi	12.7.2020	-5	12	58	-47	-15	
FI	Finland	Rovaniemi	13.7.2020	3	16	47	-40	-55	5
FI	Finland	Rovaniemi	14.7.2020	-2	10	57	-34	-55	6
FI	Finland	Rovaniemi	15.7.2020	2	12	89	-37	-54	3
FI	Finland	Rovaniemi	16.7.2020	0	8	113	-33	-54	2
FI	Finland	Rovaniemi	17.7.2020	-6	5	144	-41	-51	0
FI	Finland	Rovaniemi	18.7.2020	-14	1	106	-31	-18	-6
FI	Finland	Rovaniemi	19.7.2020	0	17	109	-37	-12	
FI	Finland	Rovaniemi	20.7.2020	4	16	130	-34	-52	1
FI	Finland	Rovaniemi	21.7.2020	-1	14	116	-32	-52	2
FI	Finland	Rovaniemi	22.7.2020	-2	11	58	-36	-53	4
FI	Finland	Rovaniemi	23.7.2020	0	8	70	-37	-53	5
FI	Finland	Rovaniemi	24.7.2020	-10	3	79	-40	-53	3
FI	Finland	Rovaniemi	25.7.2020	-11	5	69	-28	-14	-5
FI	Finland	Rovaniemi	26.7.2020	-3	18	69	-39	-9	
FI	Finland	Rovaniemi	27.7.2020	6	19	127	-33	-52	1
FI	Finland	Rovaniemi	28.7.2020	-2	13	103	-25	-52	3
FI	Finland	Rovaniemi	29.7.2020	-2	6	76	-33	-51	2
FI	Finland	Rovaniemi	30.7.2020	2	9	64	-40	-52	3
FI	Finland	Rovaniemi	31.7.2020	-5	10	89	-39	-49	0
FI	Finland	Rovaniemi	1.8.2020	-8	6	68	-30	-12	-6
FI	Finland	Rovaniemi	2.8.2020	-4	15	58	-39	-14	
FI	Finland	Rovaniemi	3.8.2020	6	18	75	-33	-46	1
FI	Finland	Rovaniemi	4.8.2020	4	17	42	-35	-46	4
FI	Finland	Rovaniemi	5.8.2020	-1	8	55	-31	-46	3
FI	Finland	Rovaniemi	6.8.2020	-3	8	77	-39	-47	1
FI	Finland	Rovaniemi	7.8.2020	-12	2	80	-40	-46	-1
FI	Finland	Rovaniemi	8.8.2020	-19	-3	88	-34	-11	-6
FI	Finland	Rovaniemi	9.8.2020	-14	11	32	-45	-11	
FI	Finland	Rovaniemi	10.8.2020	-5	10	23	-41	-43	2
FI	Finland	Rovaniemi	11.8.2020	-6	8	52	-38	-42	3
FI	Finland	Rovaniemi	12.8.2020	-16	1	30	-44	-37	2
FI	Finland	Rovaniemi	13.8.2020	-16	1	12	-39	-39	2
FI	Finland	Rovaniemi	14.8.2020	-16	1	31	-41	-36	-1
FI	Finland	Rovaniemi	15.8.2020	-21	-4	51	-44	-11	-4
FI	Finland	Rovaniemi	16.8.2020	-17	8	41	-40	-8	
FI	Finland	Rovaniemi	17.8.2020					-38	1
FI	Finland	Rovaniemi	18.8.2020					-34	1
FI	Finland	Rovaniemi	19.8.2020					-34	1
FI	Finland	Rovaniemi	20.8.2020					-37	2
FI	Finland	Rovaniemi	21.8.2020		0			-34	-1
FI	Finland	Rovaniemi	22.8.2020						-2
FI	Finland	Rovaniemi	24.8.2020					-32	1
FI	Finland	Rovaniemi	25.8.2020					-31	1
FI	Finland	Rovaniemi	26.8.2020					-30	2
FI	Finland	Rovaniemi	27.8.2020					-31	2
FI	Finland	Rovaniemi	28.8.2020		5			-28	-1
FI	Finland	Rovaniemi	29.8.2020						-5
FI	Finland	Rovaniemi	31.8.2020					-27	0
FI	Finland	Rovaniemi	1.9.2020					-28	0
FI	Finland	Rovaniemi	2.9.2020					-26	0
FI	Finland	Rovaniemi	3.9.2020					-25	0
FI	Finland	Rovaniemi	4.9.2020		10			-24	0
FI	Finland	Rovaniemi	5.9.2020						-1
FI	Finland	Rovaniemi	7.9.2020					-25	0
FI	Finland	Rovaniemi	8.9.2020					-25	2
FI	Finland	Rovaniemi	9.9.2020					-21	0
FI	Finland	Rovaniemi	10.9.2020					-23	0
FI	Finland	Rovaniemi	11.9.2020	-15	9	54	-26	-23	-4
FI	Finland	Rovaniemi	12.9.2020	-15	10	44	-32	-10	-5
FI	Finland	Rovaniemi	13.9.2020	-15	18	76	-31	-11	
FI	Finland	Rovaniemi	14.9.2020	-12	9	39	-27	-18	-1
FI	Finland	Rovaniemi	15.9.2020	-12	13	42	-26	-17	-1
FI	Finland	Rovaniemi	16.9.2020	-16	8	1	-37	-19	3
FI	Finland	Rovaniemi	17.9.2020	-12	9	39	-29	-19	0
FI	Finland	Rovaniemi	18.9.2020	-11	10	36	-29	-19	-1
FI	Finland	Rovaniemi	19.9.2020	-19	6	68	-24	-10	-5
FI	Finland	Rovaniemi	20.9.2020	-15	10	32	-37	-9	
FI	Finland	Rovaniemi	21.9.2020	-17	7	-5	-35	-19	3
FI	Finland	Rovaniemi	22.9.2020	-18	11	20	-29	-17	2
FI	Finland	Rovaniemi	23.9.2020	-20	9	8	-40	-15	3
FI	Finland	Rovaniemi	24.9.2020	-19	9	13	-31	-17	2
FI	Finland	Rovaniemi	25.9.2020	-17	8	20	-39	-15	1
FI	Finland	Rovaniemi	26.9.2020	-25	1	9	-49	-11	0
FI	Finland	Rovaniemi	27.9.2020	-26	12	14	-48	-14	-2
FI	Finland	Rovaniemi	28.9.2020	-17	5	-8	-43	-15	3
FI	Finland	Rovaniemi	29.9.2020	-19	3	14	-32	-14	2
FI	Finland	Rovaniemi	30.9.2020	-18	8	-4	-40	-15	2
FI	Finland	Rovaniemi	1.10.2020	-19	8	-17	-32	-14	2
FI	Finland	Rovaniemi	2.10.2020	-18	9	2	-30	-15	0
FI	Finland	Rovaniemi	3.10.2020	-25	3	15	-30	-13	-1
FI	Finland	Rovaniemi	4.10.2020	-29	9	18	-36	-12	-3
FI	Finland	Rovaniemi	5.10.2020	-21	4	-11	-32	-16	2
FI	Finland	Rovaniemi	6.10.2020	-23	4	-15	-30	-15	3
FI	Finland	Rovaniemi	7.10.2020	-21	6	-28	-40	-13	4
FI	Finland	Rovaniemi	8.10.2020	-25	3	-24	-43	-16	5
FI	Finland	Rovaniemi	9.10.2020	-26	4	-16	-38	-16	3
FI	Finland	Rovaniemi	10.10.2020	-33	3	8	-38	-10	0
FI	Finland	Rovaniemi	11.10.2020	-35	2	23	-48	-13	-1
FI	Finland	Rovaniemi	12.10.2020	-18	7	9	-39	-41	5
FI	Finland	Rovaniemi	13.10.2020	-19	4	16	-38	-41	5
FI	Finland	Rovaniemi	14.10.2020	-20	3	6	-36	-40	5
FI	Finland	Rovaniemi	15.10.2020	-13	6	8	-35	-42	5
FI	Finland	Rovaniemi	16.10.2020	-24	3	6	-40	-43	5
FI	Finland	Rovaniemi	17.10.2020	-34	-3	-8	-37	-14	1
FI	Finland	Rovaniemi	18.10.2020	-38	5	-18	-40	-16	1
FI	Finland	Rovaniemi	19.10.2020	-16	6	-24	-37	-17	5
FI	Finland	Rovaniemi	20.10.2020	-20	6	-7	-34	-19	6
FI	Finland	Rovaniemi	21.10.2020	-20	5	-22	-43	-16	6
FI	Finland	Rovaniemi	22.10.2020	-22	6	-25	-40	-18	7
FI	Finland	Rovaniemi	23.10.2020	-23	8	-18	-40	-15	6
FI	Finland	Rovaniemi	24.10.2020	-31	3	-2	-48	-13	3
FI	Finland	Rovaniemi	25.10.2020	-35	3	-8	-46	-15	1
FI	Finland	Rovaniemi	26.10.2020	-24	4	-45	-43	-15	6
FI	Finland	Rovaniemi	27.10.2020	-25	2	-43	-40	-13	6
FI	Finland	Rovaniemi	28.10.2020	-25	2	-36	-48	-14	6
FI	Finland	Rovaniemi	29.10.2020	-29	2	-36	-51	-15	6
FI	Finland	Rovaniemi	30.10.2020	-25	4	-22	-45	-15	5
FI	Finland	Rovaniemi	31.10.2020	-42	-5	-8	-50	-19	3
FI	Finland	Rovaniemi	1.11.2020	-41	-7	-23	-54	-16	3
FI	Finland	Rovaniemi	2.11.2020	-27	-2	-52	-50	-19	8
FI	Finland	Rovaniemi	3.11.2020	-22	3	-26	-45	-18	7
FI	Finland	Rovaniemi	4.11.2020	-26	-1	-31	-53	-16	7
FI	Finland	Rovaniemi	5.11.2020	-29	3	-46	-46	-17	8
FI	Finland	Rovaniemi	6.11.2020	-28	2	-30	-47	-14	6
FI	Finland	Rovaniemi	7.11.2020	-36	0	-7	-56	-10	3
FI	Finland	Rovaniemi	8.11.2020	-43	-10	-15	-56	-13	1
FI	Finland	Rovaniemi	9.11.2020	-26	-2	-35	-48	-15	6
FI	Finland	Rovaniemi	10.11.2020	-28	-1	-31	-47	-15	8
FI	Finland	Rovaniemi	11.11.2020	-27	-1	-34	-48	-13	7
FI	Finland	Rovaniemi	12.11.2020	-29	-1	-43	-47	-14	8
FI	Finland	Rovaniemi	13.11.2020	-25	4	-27	-50	-13	7
FI	Finland	Rovaniemi	14.11.2020	-32	-2	-14	-54	-10	3
FI	Finland	Rovaniemi	15.11.2020	-37	-1	-25	-51	-13	2
FI	Finland	Rovaniemi	16.11.2020	-24	0	-39	-48	-12	7
FI	Finland	Rovaniemi	17.11.2020	-27	-2	-30	-43	-13	7
FI	Finland	Rovaniemi	18.11.2020	-27	-1	-22	-50	-10	7
FI	Finland	Rovaniemi	19.11.2020	-30	-5	-21	-38	-13	7
FI	Finland	Rovaniemi	20.11.2020	-27	4	-14	-41	-13	7
FI	Finland	Rovaniemi	21.11.2020	-35	-3	-10	-40	-11	4
FI	Finland	Rovaniemi	22.11.2020	-36	-4	-7	-39	-11	2
FI	Finland	Rovaniemi	23.11.2020	-23	0	-29	-42	-13	7
FI	Finland	Rovaniemi	24.11.2020	-25	-1	-12	-44	-15	8
FI	Finland	Rovaniemi	25.11.2020	-25	0	-15	-46	-11	8
FI	Finland	Rovaniemi	26.11.2020	-21	3	-32	-39	-14	7
FI	Finland	Rovaniemi	27.11.2020	-15	6	-34	-38	-12	7
FI	Finland	Rovaniemi	28.11.2020	-26	0	-19	-37	-8	4
FI	Finland	Rovaniemi	29.11.2020	-32	2	-20	-48	-9	3
FI	Finland	Rovaniemi	30.11.2020	-20	6	-46	-36	-13	6
FI	Finland	Rovaniemi	1.12.2020	-23	5	-35	-43	-14	8
FI	Finland	Rovaniemi	2.12.2020	-21	6	-42	-46	-12	8
FI	Finland	Rovaniemi	3.12.2020	-24	7	-41	-48	-12	7
FI	Finland	Rovaniemi	4.12.2020	-24	6	-38	-41	-11	6
FI	Finland	Rovaniemi	5.12.2020	-30	3	-25	-44	-9	4
FI	Finland	Rovaniemi	6.12.2020	-50	-5	-34	-55	-18	4
FI	Finland	Rovaniemi	7.12.2020	-23	3	-48	-46	-14	7
FI	Finland	Rovaniemi	8.12.2020	-21	8	-39	-42	-12	7
FI	Finland	Rovaniemi	9.12.2020	-22	6	-39	-49	-10	7
FI	Finland	Rovaniemi	10.12.2020	-19	8	-41	-46	-12	7
FI	Finland	Rovaniemi	11.12.2020	-23	5	-36	-51	-10	8
FI	Finland	Rovaniemi	12.12.2020	-25	7	-22	-51	-8	5
FI	Finland	Rovaniemi	13.12.2020	-27	7	-25	-56	-13	4
FI	Finland	Rovaniemi	14.12.2020	-15	10	-39	-54	-12	7
FI	Finland	Rovaniemi	15.12.2020	-14	13	-40	-47	-13	7
FI	Finland	Rovaniemi	16.12.2020	-16	12	-40	-45	-13	7
FI	Finland	Rovaniemi	17.12.2020	-16	9	-37	-41	-14	8
FI	Finland	Rovaniemi	18.12.2020	-20	8	-40	-45	-12	9
FI	Finland	Rovaniemi	19.12.2020	-19	19	-22	-37	-7	5
FI	Finland	Rovaniemi	20.12.2020	-18	24	-23	-51	-10	5
FI	Finland	Rovaniemi	21.12.2020	3	34	-23	-40	-22	7
FI	Finland	Rovaniemi	22.12.2020	5	44	-16	-27	-26	7
FI	Finland	Rovaniemi	23.12.2020	-6	43	-17	-39	-51	9
FI	Finland	Rovaniemi	24.12.2020	-69	-44	-6	-64	-82	18
FI	Finland	Rovaniemi	25.12.2020	-74	-69	-4	-74	-83	24
FI	Finland	Rovaniemi	26.12.2020	-48	-19	-23	-33	-29	5
FI	Finland	Rovaniemi	27.12.2020	-26	4	-19	-39	-18	5
FI	Finland	Rovaniemi	28.12.2020	-7	16	-1	-40	-53	11
FI	Finland	Rovaniemi	29.12.2020	-16	12	-7	-35	-54	13
FI	Finland	Rovaniemi	30.12.2020	-12	26	3	-38	-51	11
FI	Finland	Rovaniemi	31.12.2020	-22	23	18	-47	-56	10
AU	Australia	Melbourne	01.01.2021	-70	-58	-41	-73	-77	21
AU	Australia	Melbourne	02.01.2021	-53	-34	-56	-52	-19	10
AU	Australia	Melbourne	03.01.2021	-53	-38	-59	-55	-12	7
AU	Australia	Melbourne	04.01.2021	-62	-42	-68	-72	-60	20
AU	Australia	Melbourne	05.01.2021	-61	-40	-60	-73	-60	22
AU	Australia	Melbourne	06.01.2021	-60	-47	-56	-71	-57	20
AU	Australia	Melbourne	07.01.2021	-60	-42	-48	-72	-56	19
AU	Australia	Melbourne	08.01.2021	-60	-39	-36	-67	-53	16
AU	Australia	Melbourne	09.01.2021	-48	-34	-36	-47	-7	4
AU	Australia	Melbourne	10.01.2021	-52	-37	-50	-51	-7	3
AU	Australia	Melbourne	11.01.2021	-63	-43	-61	-69	-55	18
AU	Australia	Melbourne	12.01.2021	-58	-38	-44	-68	-53	19
AU	Australia	Melbourne	13.01.2021	-61	-47	-53	-67	-51	18
AU	Australia	Melbourne	14.01.2021	-59	-41	-46	-69	-51	18
AU	Australia	Melbourne	15.01.2021	-58	-41	-47	-64	-48	17
AU	Australia	Melbourne	16.01.2021	-40	-28	-38	-43	-5	4
AU	Australia	Melbourne	17.01.2021	-42	-29	-36	-44	-5	3
AU	Australia	Melbourne	18.01.2021	-56	-38	-47	-65	-50	16
AU	Australia	Melbourne	19.01.2021	-55	-40	-45	-66	-50	17
AU	Australia	Melbourne	20.01.2021	-53	-44	-45	-62	-48	17
AU	Australia	Melbourne	21.01.2021	-56	-41	-44	-65	-48	16
AU	Australia	Melbourne	22.01.2021	-53	-35	-29	-59	-46	14
AU	Australia	Melbourne	23.01.2021	-38	-28	-25	-38	-7	1
AU	Australia	Melbourne	24.01.2021	-46	-36	-50	-47	-10	2
AU	Australia	Melbourne	25.01.2021	-52	-40	-47	-67	-55	15
AU	Australia	Melbourne	26.01.2021	-51	-40	-31	-73	-75	20
AU	Australia	Melbourne	27.01.2021	-56	-44	-47	-61	-46	16
AU	Australia	Melbourne	28.01.2021	-56	-39	-43	-63	-45	17
AU	Australia	Melbourne	29.01.2021	-60	-44	-54	-60	-44	17
AU	Australia	Melbourne	30.01.2021	-34	-23	-25	-36	-4	4
AU	Australia	Melbourne	31.01.2021	-39	-26	-37	-40	-8	2
AU	Australia	Melbourne	01.02.2021	-54	-35	-47	-58	-47	15
AU	Australia	Melbourne	02.02.2021	-53	-37	-42	-59	-46	15
AU	Australia	Melbourne	03.02.2021	-52	-40	-40	-56	-44	15
AU	Australia	Melbourne	04.02.2021	-55	-39	-44	-61	-44	16
AU	Australia	Melbourne	05.02.2021	-56	-37	-43	-58	-43	16
AU	Australia	Melbourne	06.02.2021	-34	-24	-22	-36	-4	3
AU	Australia	Melbourne	07.02.2021	-42	-27	-47	-43	-7	4
AU	Australia	Melbourne	08.02.2021	-53	-37	-43	-58	-47	15
AU	Australia	Melbourne	09.02.2021	-52	-35	-29	-59	-46	15
AU	Australia	Melbourne	10.02.2021	-53	-41	-37	-56	-44	15
AU	Australia	Melbourne	11.02.2021	-52	-36	-41	-61	-43	14
AU	Australia	Melbourne	12.02.2021	-53	-26	-26	-56	-42	11
AU	Australia	Melbourne	13.02.2021	-86	-48	-70	-83	-49	25
AU	Australia	Melbourne	14.02.2021	-83	-45	-64	-82	-44	19
AU	Australia	Melbourne	15.02.2021	-84	-53	-59	-85	-70	31
AU	Australia	Melbourne	16.02.2021	-84	-54	-59	-86	-70	33
AU	Australia	Melbourne	17.02.2021	-84	-56	-65	-85	-69	34
AU	Australia	Melbourne	18.02.2021	-58	-41	-48	-65	-43	16
AU	Australia	Melbourne	19.02.2021	-54	-36	-32	-58	-41	14
AU	Australia	Melbourne	20.02.2021	-33	-28	-22	-34	-4	3
AU	Australia	Melbourne	21.02.2021	-38	-28	-36	-40	-6	3
AU	Australia	Melbourne	22.02.2021	-55	-36	-50	-60	-46	16
AU	Australia	Melbourne	23.02.2021	-53	-37	-46	-60	-45	16
AU	Australia	Melbourne	24.02.2021	-53	-39	-48	-58	-43	16
AU	Australia	Melbourne	25.02.2021	-52	-36	-47	-60	-40	15
AU	Australia	Melbourne	26.02.2021	-47	-31	-28	-53	-39	13
AU	Australia	Melbourne	27.02.2021	-27	-22	-26	-32	-3	2
AU	Australia	Melbourne	28.02.2021	-35	-23	-33	-40	-7	1
AU	Australia	Melbourne	01.03.2021	-52	-32	-47	-53	-43	14
AU	Australia	Melbourne	02.03.2021	-50	-34	-44	-57	-43	15
AU	Australia	Melbourne	03.03.2021	-50	-37	-51	-54	-42	15
AU	Australia	Melbourne	04.03.2021	-47	-33	-45	-55	-40	14
AU	Australia	Melbourne	05.03.2021	-45	-29	-27	-50	-39	11
AU	Australia	Melbourne	06.03.2021	-24	-17	-8	-23	-8	1
AU	Australia	Melbourne	07.03.2021	-21	-22	-12	-22	-9	-1
AU	Australia	Melbourne	08.03.2021	-49	-36	-45	-70	-74	18
AU	Australia	Melbourne	09.03.2021	-51	-33	-52	-55	-43	15
AU	Australia	Melbourne	10.03.2021	-49	-37	-49	-51	-41	14
AU	Australia	Melbourne	11.03.2021	-45	-33	-42	-53	-39	14
AU	Australia	Melbourne	12.03.2021	-43	-30	-20	-46	-37	11
AU	Australia	Melbourne	13.03.2021	-35	-23	-51	-38	-7	6
AU	Australia	Melbourne	14.03.2021	-34	-18	-37	-39	-7	3
AU	Australia	Melbourne	15.03.2021	-49	-27	-32	-51	-41	14
AU	Australia	Melbourne	16.03.2021	-46	-30	-42	-52	-40	14
AU	Australia	Melbourne	17.03.2021	-45	-37	-47	-49	-39	13
AU	Australia	Melbourne	18.03.2021	-43	-33	-34	-49	-38	13
AU	Australia	Melbourne	19.03.2021	-40	-28	-14	-42	-36	10
AU	Australia	Melbourne	20.03.2021	-21	-16	-11	-21	-5	2
AU	Australia	Melbourne	21.03.2021	-37	-26	-58	-37	-11	5
AU	Australia	Melbourne	22.03.2021	-50	-33	-55	-51	-41	14
AU	Australia	Melbourne	23.03.2021	-46	-32	-46	-50	-39	14
